"","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y"
"43","glenelg","A047x2018","A047",1,0,0,0,2018-01-31,2018-04-12,71,2018,-38.00640704,141.570254,"Lowland Forests",0,550062.623180541,5793320.69954491
"44","glenelg","A048x2018","A048",0,0,0,0,2018-01-27,2018-04-12,75,2018,-38.00645297,141.57494,"Lowland Forests",0,550473.97919243,5793313.07184103
"45","glenelg","A049x2018","A049",0,0,0,0,2018-01-27,2018-04-12,75,2018,-38.00648801,141.581044,"Lowland Forests",0,551009.829502155,5793305.85527247
"46","glenelg","A050x2018","A050",0,1,0,0,2018-01-27,2018-04-12,75,2018,-38.00627402,141.586693,"Lowland Forests",0,551505.908906774,5793326.48628765
"47","glenelg","A051x2018","A051",0,0,0,1,2018-01-27,2018-04-12,75,2018,-38.00639103,141.592691,"Lowland Forests",0,552032.396528286,5793310.16643941
"48","glenelg","A052x2018","A052",0,0,0,0,2018-01-27,2018-04-12,75,2018,-38.00648298,141.597834,"Lowland Forests",0,552483.839399254,5793297.07575497
"49","glenelg","A053x2018","A053",1,0,0,0,2018-01-30,2018-04-12,72,2018,-38.006169,141.603171,"Lowland Forests",0,552952.604601675,5793328.88915502
"50","glenelg","A054x2018","A054",1,0,0,0,2018-01-30,2018-04-12,72,2018,-38.00640897,141.609468,"Lowland Forests",0,553505.251221742,5793298.66127394
"51","glenelg","A055x2018","A055",1,1,0,0,2018-01-30,2018-04-12,72,2018,-38.00641299,141.615118,"Lowland Forests",0,554001.266921288,5793294.95119976
"52","glenelg","A056x2018","A056",0,0,0,0,2018-01-30,2018-04-12,72,2018,-38.00615801,141.620917,"Lowland Forests",0,554510.555310974,5793319.86075384
"53","glenelg","A057x2018","A057",1,1,0,0,2018-01-30,2018-04-11,71,2018,-38.00633504,141.62675,"Lowland Forests",0,555022.509407053,5793296.78532664
"54","glenelg","A058x2018","A058",1,0,0,0,2018-01-30,2018-04-11,71,2018,-38.00610303,141.632074,"Lowland Forests",0,555490.083926875,5793319.36601984
"55","glenelg","A059x2018","A059",0,1,0,0,2018-01-30,2018-04-11,71,2018,-38.00651701,141.637378,"Lowland Forests",0,555955.414697026,5793270.25691378
"56","glenelg","A060x2018","A060",1,1,0,0,2018-01-31,2018-04-12,71,2018,-38.01099798,141.56378,"Lowland Forests",0,549491.179406397,5792814.78191863
"57","glenelg","A061x2018","A061",0,0,0,0,2018-01-31,2018-04-13,72,2018,-38.01106403,141.569737,"Lowland Forests",0,550014.071340162,5792804.26785867
"58","glenelg","A062x2018","A062",0,1,0,0,2018-01-31,2018-04-13,72,2018,-38.01098499,141.575232,"Lowland Forests",0,550496.505265776,5792810.06942962
"59","glenelg","A063x2018","A063",1,1,0,0,2018-01-31,2018-04-13,72,2018,-38.01103704,141.58106,"Lowland Forests",0,551008.082048289,5792801.11507689
"60","glenelg","A064x2018","A064",1,0,0,0,2018-01-27,2018-04-13,76,2018,-38.01048299,141.586995,"Lowland Forests",0,551529.475542678,5792859.3184525
"61","glenelg","A065x2018","A065",1,0,0,0,2018-01-27,2018-04-13,76,2018,-38.01094903,141.592324,"Lowland Forests",0,551996.957740035,5792804.644687
"62","glenelg","A066x2018","A066",1,0,0,0,2018-01-27,2018-04-13,76,2018,-38.01075004,141.597822,"Lowland Forests",0,552479.743895374,5792823.6363605
"63","glenelg","A067x2018","A067",1,0,0,0,2018-01-30,2018-04-12,72,2018,-38.01087803,141.603936,"Lowland Forests",0,553016.373413302,5792805.96900782
"64","glenelg","A068x2018","A068",1,0,0,0,2018-01-26,2018-04-12,76,2018,-38.01068198,141.609545,"Lowland Forests",0,553508.905127777,5792824.51041136
"65","glenelg","A069x2018","A069",0,0,0,0,2018-01-30,2018-04-12,72,2018,-38.01080997,141.615008,"Lowland Forests",0,553988.38516233,5792807.15338726
"66","glenelg","A070x2018","A070",1,0,0,0,2018-01-30,2018-04-12,72,2018,-38.01076597,141.620838,"Lowland Forests",0,554500.208283212,5792808.63622752
"67","glenelg","A071x2018","A071",0,0,0,0,2018-01-30,2018-04-11,71,2018,-38.01075599,141.626765,"Lowland Forests",0,555020.521950191,5792806.25498509
"68","glenelg","A072x2018","A072",0,0,0,0,2018-01-30,2018-04-11,71,2018,-38.01049498,141.632066,"Lowland Forests",0,555486.071200163,5792832.06688081
"69","glenelg","A073x2018","A073",0,0,0,1,2018-01-30,2018-04-11,71,2018,-38.00980004,141.641484,"Lowland Forests",0,556313.37268021,5792903.51462068
"70","glenelg","A074x2018","A074",1,0,0,0,2018-01-31,2018-04-12,71,2018,-38.01569201,141.563742,"Lowland Forests",0,549484.687612408,5792293.98241178
"71","glenelg","A075x2018","A075",0,0,0,0,2018-01-31,2018-04-13,72,2018,-38.01529001,141.573469,"Lowland Forests",0,550338.795428212,5792333.36701986
"72","glenelg","A078x2018","A078",1,1,0,0,2018-01-27,2018-04-13,76,2018,-38.01551004,141.586771,"Lowland Forests",0,551506.293580915,5792301.6724739
"73","glenelg","A079x2018","A079",1,0,0,0,2018-01-27,2018-04-13,76,2018,-38.01536797,141.592203,"Lowland Forests",0,551983.214707506,5792314.41423799
"74","glenelg","A080x2018","A080",1,0,0,0,2018-01-27,2018-04-13,76,2018,-38.01547199,141.598117,"Lowland Forests",0,552502.272359569,5792299.551615
"75","glenelg","A082x2018","A082",1,1,0,0,2018-01-30,2018-04-12,72,2018,-38.01547199,141.609568,"Lowland Forests",0,553507.441921275,5792293.02709415
"76","glenelg","A083x2018","A083",0,1,0,0,2018-01-30,2018-04-12,72,2018,-38.01544801,141.614831,"Lowland Forests",0,553969.446179503,5792292.64752505
"77","glenelg","A084x2018","A084",0,0,0,1,2018-01-30,2018-04-12,72,2018,-38.01543804,141.620984,"Lowland Forests",0,554509.564844451,5792290.16622816
"78","glenelg","A086x2018","A086",1,0,0,1,2018-01-30,2018-04-11,71,2018,-38.01523101,141.632486,"Lowland Forests",0,555519.368887805,5792306.33497898
"79","glenelg","A087x2018","A087",0,0,0,1,2018-01-30,2018-04-11,71,2018,-38.015518,141.637703,"Lowland Forests",0,555977.101381749,5792271.36589467
"80","glenelg","A088x2018","A088",0,1,0,1,2018-01-31,2018-04-12,71,2018,-38.02055502,141.571017,"Lowland Forests",0,550119.972567912,5791750.51833311
"81","glenelg","A090x2018","A090",1,1,0,0,2018-01-27,2018-04-13,76,2018,-38.020019,141.586508,"Lowland Forests",0,551480.053177463,5791801.53166593
"82","glenelg","A091x2018","A091",1,1,0,0,2018-01-31,2018-04-13,72,2018,-38.01999302,141.592578,"Lowland Forests",0,552012.863293872,5791801.03747489
"83","glenelg","A092x2018","A092",0,1,0,0,2018-01-26,2018-04-13,77,2018,-38.01990601,141.59797,"Lowland Forests",0,552486.20622327,5791807.66281626
"84","glenelg","A093x2018","A093",1,0,0,0,2018-01-26,2018-04-13,77,2018,-38.01993401,141.603911,"Lowland Forests",0,553007.655947885,5791801.18719733
"85","glenelg","A094x2018","A094",0,1,0,1,2018-01-26,2018-04-11,75,2018,-38.01948499,141.609538,"Lowland Forests",0,553501.890970265,5791847.78618762
"86","glenelg","A095x2018","A095",0,0,0,0,2018-01-26,2018-04-11,75,2018,-38.01963704,141.615421,"Lowland Forests",0,554018.1615351,5791827.51556108
"87","glenelg","A096x2018","A096",0,0,0,0,2018-01-30,2018-04-11,71,2018,-38.01971097,141.620756,"Lowland Forests",0,554486.387254754,5791816.20113113
"88","glenelg","A097x2018","A097",1,0,0,1,2018-01-30,2018-04-11,71,2018,-38.02009,141.63214,"Lowland Forests",0,555485.333221303,5791767.41675378
"89","glenelg","A098x2018","A098",1,0,0,0,2018-01-30,2018-04-11,71,2018,-38.01960703,141.638222,"Lowland Forests",0,556019.54653813,5791817.35886979
"90","glenelg","A099x2018","A099",0,0,0,0,2018-01-27,2018-04-13,76,2018,-38.02399001,141.586922,"Lowland Forests",0,551513.611678202,5791360.70336122
"91","glenelg","A100x2018","A100",0,0,0,0,2018-01-31,2018-04-13,72,2018,-38.02440399,141.592343,"Lowland Forests",0,551989.119517415,5791311.75433859
"92","glenelg","A101x2018","A101",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.02451103,141.598445,"Lowland Forests",0,552524.611857706,5791296.44942109
"93","glenelg","A102x2018","A102",0,0,0,1,2018-01-26,2018-04-12,76,2018,-38.02411499,141.603778,"Lowland Forests",0,552992.970652202,5791337.36654137
"94","glenelg","A103x2018","A103",0,0,1,1,2018-01-26,2018-04-12,76,2018,-38.02435404,141.609636,"Lowland Forests",0,553506.952109802,5791307.48912741
"95","glenelg","A104x2018","A104",0,1,1,1,2018-01-26,2018-04-12,76,2018,-38.024462,141.615469,"Heathy Woodlands",0,554018.832378823,5791292.13880555
"96","glenelg","A105x2018","A105",0,0,1,0,2018-01-26,2018-04-11,75,2018,-38.02405204,141.620872,"Heathy Woodlands",0,554493.35409107,5791334.47374908
"97","glenelg","A106x2018","A106",1,0,0,0,2018-01-30,2018-04-11,71,2018,-38.02407601,141.638257,"Lowland Forests",0,556019.216182469,5791321.48582724
"98","glenelg","A107x2018","A107",0,0,0,0,2018-01-30,2018-04-11,71,2018,-38.02406402,141.643806,"Lowland Forests",0,556506.260871576,5791319.45947993
"99","glenelg","A108x2018","A108",1,1,0,0,2018-01-31,2018-04-11,70,2018,-38.028978,141.59278,"Lowland Forests",0,552024.240079994,5790804.00513863
"100","glenelg","A109x2018","A109",0,0,0,0,2018-01-31,2018-04-12,71,2018,-38.02879896,141.59802,"Lowland Forests",0,552484.250774207,5790820.92612661
"101","glenelg","A110x2018","A110",0,0,0,1,2018-01-26,2018-04-11,75,2018,-38.02871699,141.603935,"Lowland Forests",0,553003.434830327,5790826.66640468
"102","glenelg","A112x2018","A112",1,0,0,1,2018-01-31,2018-04-11,70,2018,-38.02877599,141.612483,"Heathy Woodlands",0,553753.600820058,5790815.21386176
"103","glenelg","A113x2018","A113",0,0,0,1,2018-01-31,2018-04-11,70,2018,-38.02890801,141.621021,"Heathy Woodlands",0,554502.834154225,5790795.59633623
"104","glenelg","A114x2018","A114",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.02896098,141.626716,"Dry Forests",0,555002.611206883,5790786.36618895
"105","glenelg","A115x2018","A115",1,1,0,0,2018-01-26,2018-04-11,75,2018,-38.033926,141.592543,"Lowland Forests",0,551999.941927313,5790255.13671777
"106","glenelg","A116x2018","A116",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.03311698,141.59831,"Dry Forests",0,552506.619970827,5790341.66024564
"107","glenelg","A117x2018","A117",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.03305697,141.615443,"Heathy Woodlands",0,554010.239480088,5790338.50604998
"108","glenelg","A118x2018","A118",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.03324204,141.621024,"Heathy Woodlands",0,554499.886137884,5790314.71551883
"109","glenelg","A119x2018","A119",1,0,0,0,2018-01-26,2018-04-11,75,2018,-38.03313601,141.626778,"Dry Forests",0,555004.930418228,5790323.09206402
"110","glenelg","A120x2018","A120",0,0,0,1,2018-01-26,2018-04-11,75,2018,-38.03323198,141.632184,"Dry Forests",0,555479.283706208,5790309.23226673
"111","glenelg","C002x2018","C002",0,1,1,1,2018-02-15,2018-04-28,72,2018,-38.11993296,141.422295,"Heathlands",9,537015.989516423,5780793.82350806
"112","glenelg","C003x2018","C003",0,0,0,0,2018-02-15,2018-04-28,72,2018,-38.11985099,141.427687,"Lowland Forests",8,537488.66572488,5780800.7543167
"113","glenelg","C004x2018","C004",0,0,0,0,2018-02-15,2018-04-28,72,2018,-38.11980103,141.433224,"Lowland Forests",7,537974.036459235,5780804.04668032
"114","glenelg","C005x2018","C005",0,1,0,0,2018-02-13,2018-04-28,74,2018,-38.119465,141.439342,"Lowland Forests",9,538510.485734622,5780838.8101126
"115","glenelg","C006x2018","C006",0,1,0,1,2018-02-13,2018-04-28,74,2018,-38.11988602,141.444778,"Lowland Forests",8,538986.756278812,5780789.82631114
"116","glenelg","C007x2018","C007",1,1,0,0,2018-02-13,2018-04-24,70,2018,-38.11951697,141.450944,"Lowland Forests",8,539527.435028095,5780828.16629256
"117","glenelg","C008x2018","C008",0,0,0,0,2018-02-13,2018-04-24,70,2018,-38.11979097,141.45669,"Lowland Forests",7,540030.952834179,5780795.30187826
"118","glenelg","C009x2018","C009",0,0,1,0,2018-02-15,2018-04-28,72,2018,-38.12434997,141.417801,"Heathlands",9,536619.862975248,5780305.51649829
"119","glenelg","C010x2018","C010",0,0,0,0,2018-02-15,2018-04-28,72,2018,-38.12410003,141.421878,"Lowland Forests",9,536977.335784673,5780331.63202354
"120","glenelg","C011x2018","C011",0,0,1,0,2018-02-15,2018-04-28,72,2018,-38.12401503,141.428132,"Lowland Forests",7,537525.540810453,5780338.55288041
"121","glenelg","C012x2018","C012",1,0,0,1,2018-02-15,2018-04-28,72,2018,-38.12424,141.432941,"Lowland Forests",6,537946.932557753,5780311.63585358
"122","glenelg","C013x2018","C013",0,1,0,1,2018-02-13,2018-04-28,74,2018,-38.12383298,141.439151,"Lowland Forests",7,538491.450337122,5780354.2394091
"123","glenelg","C014x2018","C014",0,0,0,0,2018-02-13,2018-04-28,74,2018,-38.12411897,141.444973,"Heathlands",8,539001.597152995,5780320.07660501
"124","glenelg","C015x2018","C015",0,0,0,0,2018-02-16,2018-04-24,67,2018,-38.12418502,141.450433,"Lowland Forests",7,539480.129424848,5780310.43933318
"125","glenelg","C016x2018","C016",0,0,0,0,2018-02-13,2018-04-24,70,2018,-38.12418996,141.456466,"Lowland Forests",8,540008.917522719,5780307.30750613
"126","glenelg","C017x2018","C017",0,0,1,0,2018-02-15,2018-04-28,72,2018,-38.12890403,141.41731,"Lowland Forests",10,536574.554846603,5779800.41357554
"127","glenelg","C018x2018","C018",0,0,0,0,2018-02-15,2018-04-28,72,2018,-38.12857697,141.420669,"Lowland Forests",8,536869.115506168,5779835.37333341
"128","glenelg","C021x2018","C021",0,0,0,1,2018-02-13,2018-04-28,74,2018,-38.12889196,141.43958,"Lowland Forests",6,538526.393345784,5779792.74098074
"129","glenelg","C022x2018","C022",1,1,1,0,2018-02-13,2018-04-28,74,2018,-38.12892197,141.444184,"Lowland Forests",6,538929.890678399,5779787.48971447
"130","glenelg","C023x2018","C023",1,0,0,0,2018-02-16,2018-04-25,68,2018,-38.12863899,141.450415,"Lowland Forests",6,539476.153117057,5779816.25543921
"131","glenelg","C024x2018","C024",0,1,0,1,2018-02-16,2018-04-24,67,2018,-38.128884,141.456158,"Lowland Forests",6,539979.361266949,5779786.61154477
"132","glenelg","C025x2018","C025",1,0,1,0,2018-02-15,2018-04-28,72,2018,-38.13366897,141.416452,"Lowland Forests",9,536496.98347308,5779272.05621687
"133","glenelg","C026x2018","C026",0,1,0,1,2018-02-15,2018-04-28,72,2018,-38.13334904,141.422241,"Lowland Forests",9,537004.483071948,5779305.26122206
"134","glenelg","C028x2018","C028",0,0,1,0,2018-02-15,2018-04-29,73,2018,-38.13346303,141.433997,"Heathlands",6,538034.704422176,5779287.85965043
"135","glenelg","C029x2018","C029",0,0,0,1,2018-02-14,2018-04-28,73,2018,-38.13326304,141.43921,"Lowland Forests",6,538491.669393984,5779307.8998585
"136","glenelg","C031x2018","C031",1,1,0,0,2018-02-16,2018-04-24,67,2018,-38.13305299,141.450525,"Lowland Forests",5,539483.416095604,5779326.4515998
"137","glenelg","C032x2018","C032",0,0,0,0,2018-02-13,2018-04-24,70,2018,-38.13356403,141.456471,"Lowland Forests",8,540004.239356733,5779267.202013
"138","glenelg","C033x2018","C033",1,0,0,1,2018-02-15,2018-04-28,72,2018,-38.13772196,141.416277,"Lowland Forests",12,536479.62912062,5778822.42411924
"139","glenelg","C035x2018","C035",0,0,0,1,2018-02-17,2018-04-29,71,2018,-38.13777099,141.428271,"Lowland Forests",10,537530.679610495,5778812.20000493
"140","glenelg","C036x2018","C036",0,0,0,1,2018-02-15,2018-04-29,73,2018,-38.13771299,141.434018,"Heathlands",6,538034.338956649,5778816.29499602
"141","glenelg","C037x2018","C037",0,0,0,0,2018-02-13,2018-04-28,74,2018,-38.13792002,141.438895,"Lowland Forests",5,538461.618867174,5778791.31329132
"142","glenelg","C039x2018","C039",0,0,0,0,2018-02-16,2018-04-24,67,2018,-38.13782799,141.45063,"Lowland Forests",8,539490.044956137,5778796.59456918
"143","glenelg","C040x2018","C040",0,1,0,0,2018-02-13,2018-04-24,70,2018,-38.13757402,141.456536,"Lowland Forests",7,540007.746547861,5778822.24358504
"144","glenelg","C041x2018","C041",1,0,0,0,2018-02-13,2018-04-24,70,2018,-38.13766496,141.462285,"Lowland Forests",9,540511.502595349,5778809.65855095
"145","glenelg","C042x2018","C042",0,0,0,0,2018-02-15,2018-04-28,72,2018,-38.14229404,141.416689,"Lowland Forests",11,536513.455557049,5778314.96493184
"146","glenelg","C044x2018","C044",0,1,0,0,2018-02-17,2018-04-29,71,2018,-38.142575,141.428212,"Heathlands",9,537523.048897484,5778279.19266348
"147","glenelg","C045x2018","C045",0,1,1,1,2018-02-15,2018-04-29,73,2018,-38.14228901,141.433742,"Lowland Forests",7,538007.778276485,5778308.67356618
"148","glenelg","C046x2018","C046",0,1,0,0,2018-02-13,2018-04-28,74,2018,-38.14216303,141.43954,"Lowland Forests",6,538515.911808194,5778320.26035613
"149","glenelg","C047x2018","C047",0,0,0,0,2018-02-13,2018-04-28,74,2018,-38.14210402,141.444738,"Lowland Forests",4,538971.434546745,5778324.63692984
"150","glenelg","C048x2018","C048",0,0,0,1,2018-02-16,2018-04-24,67,2018,-38.14211802,141.450202,"Lowland Forests",7,539450.227925367,5778320.7740286
"151","glenelg","C050x2018","C050",0,1,0,0,2018-02-13,2018-04-24,70,2018,-38.14190201,141.462312,"Lowland Forests",9,540511.525934057,5778339.52237921
"152","glenelg","C051x2018","C051",0,1,0,0,2018-02-15,2018-04-29,73,2018,-38.14686201,141.416312,"Heathlands",12,536478.145150344,5777808.27178318
"153","glenelg","C052x2018","C052",0,0,0,0,2018-02-15,2018-04-29,73,2018,-38.147565,141.421216,"Heathlands",10,536907.491725399,5777728.33119873
"154","glenelg","C054x2018","C054",0,0,0,0,2018-02-15,2018-04-29,73,2018,-38.14695203,141.43295,"Lowland Forests",7,537935.962085665,5777791.6096998
"155","glenelg","C055x2018","C055",0,1,1,1,2018-02-13,2018-04-28,74,2018,-38.14674801,141.438231,"Lowland Forests",6,538398.803173759,5777812.07386879
"156","glenelg","C056x2018","C056",0,1,0,0,2018-02-13,2018-04-28,74,2018,-38.14602097,141.442285,"Lowland Forests",4,538754.410254042,5777891.05706549
"157","glenelg","C057x2018","C057",0,0,0,0,2018-02-16,2018-04-22,65,2018,-38.14663804,141.450547,"Lowland Forests",7,539478.02380221,5777819.10557835
"158","glenelg","C058x2018","C058",0,1,0,0,2018-02-16,2018-04-24,67,2018,-38.14745603,141.457131,"Lowland Forests",8,540054.485513689,5777725.52227265
"159","glenelg","C059x2018","C059",0,1,0,0,2018-02-14,2018-04-24,69,2018,-38.14658498,141.462102,"Lowland Forests",9,540490.535523909,5777820.01197779
"160","glenelg","C060x2018","C060",0,0,0,1,2018-02-14,2018-04-24,69,2018,-38.14651902,141.46793,"Lowland Forests",9,541001.239114258,5777824.77054286
"161","glenelg","C061x2018","C061",1,1,0,0,2018-02-14,2018-04-24,69,2018,-38.14675103,141.474078,"Lowland Forests",10,541539.814161311,5777796.29227716
"162","glenelg","C062x2018","C062",0,0,0,0,2018-02-14,2018-04-24,69,2018,-38.146732,141.479461,"Lowland Forests",13,542011.498645538,5777795.97939269
"163","glenelg","C063x2018","C063",0,0,0,0,2018-02-14,2018-04-25,70,2018,-38.14658004,141.485076,"Lowland Forests",14,542503.589102758,5777810.28220775
"164","glenelg","C064x2018","C064",1,1,0,0,2018-02-15,2018-04-26,70,2018,-38.15135202,141.416341,"Heathlands",11,536478.449977855,5777310.06861664
"165","glenelg","C065x2018","C065",0,1,0,0,2018-02-15,2018-04-26,70,2018,-38.151664,141.419447,"Lowland Forests",9,536750.432249927,5777274.22650781
"166","glenelg","C066x2018","C066",0,1,1,0,2018-02-15,2018-04-29,73,2018,-38.15098498,141.429108,"Heathlands",8,537597.24651654,5777345.6954712
"167","glenelg","C067x2018","C067",0,1,0,0,2018-02-15,2018-04-29,73,2018,-38.15113703,141.433353,"Lowland Forests",7,537969.104444365,5777327.09537064
"168","glenelg","C068x2018","C068",0,1,0,0,2018-02-16,2018-04-29,72,2018,-38.15113602,141.439657,"Lowland Forests",5,538521.445332922,5777324.60795798
"169","glenelg","C069x2018","C069",0,1,0,0,2018-02-16,2018-04-29,72,2018,-38.15112404,141.44507,"Heathlands",4,538995.725023161,5777323.67517791
